Facility ID,Name,Address,Regulation Date,Expiration Date,Conditional,Inspection 1 Date,Inspection 1 Type,Inspection 1 Findings,Inspection 2 Date,Inspection 2 Type,Inspection 2 Findings,Inspection 3 Date,Inspection 3 Type,Inspection 3 Findings,Inspection 4 Date,Inspection 4 Type,Inspection 4 Findings,Inspection 5 Date,Inspection 5 Type,Inspection 5 Findings,Inspection 6 Date,Inspection 6 Type,Inspection 6 Findings,Inspection 7 Date,Inspection 7 Type,Inspection 7 Findings,Inspection 8 Date,Inspection 8 Type,Inspection 8 Findings,Inspection 9 Date,Inspection 9 Type,Inspection 9 Findings,Inspection 10 Date,Inspection 10 Type,Inspection 10 Findings,Inspection 11 Date,Inspection 11 Type,Inspection 11 Findings,Inspection 12 Date,Inspection 12 Type,Inspection 12 Findings,Inspection 13 Date,Inspection 13 Type,Inspection 13 Findings,Inspection 14 Date,Inspection 14 Type,Inspection 14 Findings,Inspection 15 Date,Inspection 15 Type,Inspection 15 Findings,Inspection 16 Date,Inspection 16 Type,Inspection 16 Findings,Inspection 17 Date,Inspection 17 Type,Inspection 17 Findings,Inspection 18 Date,Inspection 18 Type,Inspection 18 Findings,Inspection 19 Date,Inspection 19 Type,Inspection 19 Findings,Inspection 20 Date,Inspection 20 Type,Inspection 20 Findings
93695,"Turning Point Family Care, Inc. - Residential Treatment","121 N 1550 W, Cedar City, UT, 84720",2022-09-01,2026-08-31,False,2025-10-07,"Unannounced, Annual Inspection",None,2025-10-07,"Unannounced, Annual Inspection",None,2025-09-02,Investigation Inspection,None,2025-07-10,"Announced, Annual Inspection",R501-1-16(1)(a)-(u): Pre-service training requirements... | Finding: The Licensee was out of compliance with R501-1-16(1)(o)(p)(q) by not completing required preservice training within 30 days of hire. During the employee file inspection staff member was found to have not completed preservice training with first 30 days of hire.... | R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The Licensee was out of compliance with R501-14-5(2)(a) by not associating background screening with the program within 2 weeks of hire. During the employee file inspection a staff member had not had there background check associated with the program within 2 weeks of hire....,2025-05-19,3rd Unannounced,None,2025-02-12,Non On-Site Inspection,None,2025-01-30,2nd Unannounced,R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with this rule by not maintaining the building so that's it free of health and safety issues. During the inspection in Pod A - Broken Door handle in laundry room. Hole in client bedroom. Pod B - Base board broken in bathroom. Bathroom sink not attached to wall. Light fixture cover missing in laundry room. Light fixture cover broken in common area. Pod C - Hole in room 9 wall. Door to room 10 broken. This is a repeat non-compliance....,2024-10-22,"Unannounced, Annual Inspection",None,2024-08-15,Non On-Site Inspection,None,2024-07-16,"Announced, Annual Inspection","R501-1-15(4): Residential program unsupervised staff requirements... | Finding: The provider was out of compliance with this rule by not providing supervision to staff who have a background check requiring supervision. During the inspection on 7/16/24, the licensor observed a staff member requiring supervision not being supervised....",2024-05-14,3rd Unannounced,None,2024-03-25,Follow-Up Inspection,None,2024-02-23,3rd Unannounced,None,2024-01-05,Non On-Site Inspection,None,2023-12-21,2nd Unannounced,None,2023-11-27,Non On-Site Inspection,None,2023-08-08,"Unannounced, Annual Inspection",None,2023-08-03,Follow-Up Inspection,None,2023-07-19,Focus Inspection,"R501-1-11(2)(a)-(f): Licensed Program Complaints and Critical Incidents... | Finding: The provider was out of compliance with this rule by failing to submit over 10 critical incident reports to the Office of Licensing. During on and off-site inspections, the Office of Licensing conducted multiple client and staff interviews and reviewed documentation that supported noncompliance with this rule....",2023-07-14,Investigation Inspection,None
93696,UHS Of Provo Canyon dba Provo Campus,"4501 N University Ave, Provo, UT, 84604",2022-02-01,2026-01-31,False,2025-08-06,Investigation Inspection,None,2025-08-04,3rd Unannounced,None,2025-05-08,2nd Unannounced,None,2025-04-11,Follow-Up Inspection,None,2025-02-20,"Unannounced, Annual Inspection",None,2024-11-21,"Announced, Annual Inspection",None,2024-11-13,Investigation Inspection,None,2024-09-03,2nd Unannounced,None,2024-06-25,"Unannounced, Annual Inspection",None,2024-05-29,Non On-Site Inspection,None,2024-01-16,"Announced, Annual Inspection",None,2023-10-16,Non On-Site Inspection,None,2023-10-03,"Investigation Inspection, Non On-Site Inspection",None,2023-10-03,Investigation Inspection,None,2023-09-12,2nd Unannounced,None,2023-06-21,"Unannounced, Annual Inspection",None,2023-01-17,"Announced, Annual Inspection",None,2022-12-05,"Unannounced, Annual Inspection",None,,,,,,
98254,Uinta Academy RTC LLC - ADULT NORTH,"3560 S Highway 23, Wellsville, UT, 84339",2022-09-01,2026-08-31,False,2025-07-17,"Announced, Annual Inspection",None,2024-07-28,Non On-Site Inspection,None,2024-07-01,"Announced, Annual Inspection",None,2023-07-11,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93700,Uinta Academy RTC LLC - Achievement,"3550 S Highway 23, Wellsville, UT, 84339",2022-09-01,2026-08-31,False,2025-07-17,"Announced, Annual Inspection",None,2024-07-28,Non On-Site Inspection,None,2024-07-01,"Announced, Annual Inspection",None,2023-07-11,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98250,Uinta Academy RTC LLC - Adult,"3869 S Highway 23, Wellsville, UT, 84339",2022-09-01,2026-08-31,False,2025-07-17,"Announced, Annual Inspection",None,2024-07-28,Non On-Site Inspection,None,2024-07-01,"Announced, Annual Inspection",None,2023-07-11,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93698,Uinta Academy RTC LLC - East,"3746 S 4800 W, Wellsville, UT, 84339",2022-09-01,2026-08-31,False,2025-10-14,"Unannounced, Annual Inspection",None,2025-07-17,"Announced, Annual Inspection",None,2025-04-01,3rd Unannounced,None,2025-01-07,2nd Unannounced,None,2024-10-08,"Unannounced, Annual Inspection",None,2024-07-28,Non On-Site Inspection,None,2024-07-01,"Announced, Annual Inspection",None,2024-04-11,3rd Unannounced,None,2024-01-04,2nd Unannounced,None,2023-11-28,"Investigation Inspection, Unannounced, Annual Inspection",None,2023-07-25,Non On-Site Inspection,None,2023-07-11,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,
93699,Uinta Academy RTC LLC- West,"3875 S Highway 23, Wellsville, UT, 84339",2022-09-01,2026-08-31,False,2025-10-14,"Unannounced, Annual Inspection",None,2025-07-17,"Announced, Annual Inspection",None,2025-04-11,"Follow-Up Inspection, Non On-Site Inspection",None,2025-04-01,3rd Unannounced,None,2025-01-07,2nd Unannounced,None,2024-10-08,"Unannounced, Annual Inspection",None,2024-07-28,Non On-Site Inspection,None,2024-07-01,"Announced, Annual Inspection",None,2024-04-11,3rd Unannounced,None,2024-01-09,Non On-Site Inspection,None,2024-01-04,"Unannounced, Annual Inspection",None,2023-07-11,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,
110301,Utah Healing House Youth Crisis Center,"704 N White Horse Drive., Spanish Fork, UT, 84660",2024-04-26,2026-03-31,False,2025-09-17,"Conditional, Monitoring Inspection",None,2025-09-11,"Conditional, Monitoring Inspection",None,2025-09-04,Follow-Up Inspection,None,2025-09-04,"Conditional, Monitoring Inspection",None,2025-07-31,"Conditional, Monitoring Inspection",None,2025-07-30,2nd Unannounced,None,2025-07-30,2nd Unannounced,None,2025-07-17,"Conditional, Monitoring Inspection",None,2025-07-01,"Conditional, Monitoring Inspection",None,2025-06-24,"Follow-Up Inspection, Non On-Site Inspection",None,2025-06-03,"Complaint, Investigation Inspection","R380-80-5(4): Provider shall protect clients from abuse, prevent abuse... | Finding: The provider is out of compliance with R380-80-5(4) by the provider failing to protect the client from any action that may compromise the health and safety of the client. In the facility, the investigator observed through video footage a client had their neck in a noose for 27 minutes before staff responded.... | R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The provider is out of compliance with R501-19-3(3)(i) by staff failing to conduct  physical check-ins every 15-minutes when a client was being monitored by video. During an investigation inspection on 6/3/25, it was observed through video footage that a client was in their room from 4:25 pm to 5:20 pm, without staff doing physical check-ins....",2025-06-03,"Complaint, Focus Inspection","R380-80-4(2): Report abuse or neglect... | Finding: The provider is out of compliance with R380-80-4(2) by the provider failing to notify Child Protective Services when they suspect that a child is being subjected to abuse. The investigator conducted a phone interview with the provider on 6/6/2025 and it was reported that they did not know that they had to report the incident of the client being slammed on the floor, to Child Protective Services.... | R380-80-6(1)(a)-(i): Client rights... | Finding: The provider is out of compliance with R380-80-6(1)(c) by staff failing to keep client free from potential harm. The investigator was on site 6/3/2025 and observed video footage of an incident that occurred on 5/27/2025. It was observed in the footage that staff was using aggressive restraint techniques including a knee across the clients abdomen with the staff’s weight pressuring down and slamming the client to the ground.... | R380-80-6(1)(a)-(i): Client rights... | Finding: The provider is out of compliance with R380-80-6(1)(b) by staff failing to treat the clients with dignity. On 6/3/2025 the investigator reviewed video footage that included audio. The investigator observed through the audio that the staff was yelling at the client and appeared to be antagonizing the client by saying “Are you going to fucking hit me? Hit me!,” while slapping his own chin....",2025-05-29,"Unannounced, Annual Inspection",None,2025-03-10,"Follow-Up Inspection, Non On-Site Inspection",None,2025-03-04,"Announced, Annual Inspection",R501-1-8(3): Medication and hazardous items maintenance and storage... | Finding: The licensee was out of compliance with R501-1-8(3) by not maintaining potentially hazardous items in a locked storage. During the inspection the licensor observed potentially hazardous items were not maintained in a locked storage and accessible to clients. This is a repeat noncompliance....,2024-11-19,Investigation Inspection,"R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with this rule by failing to report a critical incident to the office of licensing.  In the facility a critical incident occurred which was not reported to the office of licensing.
This is a repeat noncompliance....",2024-10-16,3rd Unannounced,None,2024-08-12,2nd Unannounced,None,2024-07-01,Non On-Site Inspection,None,2024-06-28,"Unannounced, Annual Inspection",None
93701,Utah Health Operations LLC dba Newport Academy,"251 W Weber Canyon Rd, Oakley, UT, 84055",2022-09-01,2026-08-31,False,2025-08-27,Non On-Site Inspection,None,2025-07-15,"Announced, Annual Inspection",None,2025-07-02,Follow-Up Inspection,None,2025-07-02,Investigation Inspection,None,2025-05-28,3rd Unannounced,None,2025-04-23,Investigation Inspection,None,2025-02-25,3rd Unannounced,"R501-1-6(2)(a)-(g): Required posted documents... | Finding: The licensor was out of compliance with this rule by not having the client's rights, abuse reporting and ADA posters in a conspicuous place where each visitor, staff and client may view them in the female house. During the walk through inspection, the civil rights and code of conduct posters were posted, but the abuse reporting, ADA and client's rights posters were missing....",2024-12-18,2nd Unannounced,None,2024-10-09,Follow-Up Inspection,None,2024-10-07,Investigation Inspection,None,2024-09-19,"Unannounced, Annual Inspection",None,2024-09-05,"Focus, Non On-Site","R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with this rule by not reporting a critical incident to the Office within one business day. During review of critical incidents it was identified that the incident occurred on 08/28/2024 and was not reported until 09/04/2024.
This rule was previously found out of complaince on the following dates: 12/09/2022, 03/09/2023, 10/26/2023, & 03/05/2024....",2024-08-06,Investigation Inspection,None,2024-08-06,Focus Inspection,"R380-80-6(1)(a)-(i): Client rights... | Finding: The Provider was out of compliance with this rule by failing to protect a client from acts of violence and mistreatment. During an incident in a client bedroom, a client pushed a staff member. The staff member pushed the client causing the client to fall into a bed frame. The client was injured....",2024-07-25,Non On-Site Inspection,None,2024-07-01,Investigation Inspection,None,2024-07-01,Follow-Up Inspection,None,2024-06-25,"Announced, Annual Inspection",None,2024-06-20,Investigation Inspection,None,2024-06-03,Investigation Inspection,None
93703,Utah Youth Village (AA-BR),"1492 Meadowbrook Dr, Tooele, UT, 84074",2022-09-01,2026-08-31,False,2025-10-14,"Unannounced, Annual Inspection",None,2025-07-08,"Announced, Annual Inspection",None,2025-06-05,Non On-Site Inspection,None,2025-06-03,3rd Unannounced,None,2025-02-27,3rd Unannounced,None,2024-12-26,2nd Unannounced,None,2024-09-03,"Unannounced, Annual Inspection",None,2024-08-21,Non On-Site Inspection,None,2024-06-06,"Announced, Annual Inspection",None,2024-05-21,Follow-Up Inspection,None,2024-05-09,Investigation Inspection,None,2024-05-08,Investigation Inspection,None,2024-05-07,Investigation Inspection,None,2024-05-02,Investigation Inspection,None,2024-03-22,Non On-Site Inspection,None,2024-03-20,2nd Unannounced,"R501-1-10(2)(a)-(f): Requirements for licensees providing meals... | Finding: The provider was out of compliance with this rule by not having the kitchen rules posted. During the walk through, the licensor observed the kitchen rules were not posted in the kitchen of Boulder Ridge Home. 

This is a repeat non-compliance....",2023-11-09,"Unannounced, Annual Inspection",None,2023-08-03,Investigation Inspection,None,2023-08-02,Investigation Inspection,None,2023-07-19,"Announced, Annual Inspection",None
93702,Utah Youth Village (AA-CC),"1492 Meadowbrook Dr, Tooele, UT, 84074",2022-09-01,2026-08-31,False,2025-10-14,"Unannounced, Annual Inspection",None,2025-08-27,Investigation Inspection,None,2025-08-08,Non On-Site Inspection,None,2025-07-08,"Announced, Annual Inspection","R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The licensee was out of compliance with Rule R501-1-8(1)(i) by having a student's med box with two loose inhalers without the original pharmacy packaging in it. During the inspection, the licensor observed one of the student med boxes had two loose inhalers without the original pharmacy packaging in it. This is a repeat noncompliance....",2025-06-03,3rd Unannounced,None,2025-03-11,Non On-Site Inspection,None,2025-02-27,3rd Unannounced,"R501-1-8(3): Medication and hazardous items maintenance and storage... | Finding: The provider was out of compliance with rule R501-1-8(3) by not maintaining medication and potentially hazardous items on-site lawfully, responsibly, and with consideration of the safety and risk level of the population served to include locked storage for each medication and hazardous chemical that is not in active use. During the walk through inspection, the licensor observed one student bathroom had a bottle of sea salt hair spray left out which contains alcohol. The licensor also observed another student bathroom had aerosol deodorant left out. And the licensor observed one student bathroom had prescription eczema cream left out. This is a repeat non-compliance as noted on 3/20/2024; 2/12/2024; 7/19/2023; 3/15/2023; 3/1/2023; 11/16/2022....",2024-12-26,2nd Unannounced,None,2024-09-03,"Unannounced, Annual Inspection",None,2024-08-21,Non On-Site Inspection,None,2024-06-06,"Announced, Annual Inspection",None,2024-06-04,Follow-Up Inspection,None,2024-03-20,2nd Unannounced,"R501-1-8(3): Medication and hazardous items maintenance and storage... | Finding: The provider was out of compliance with this rule by having potentially hazardous items left out in the bathrooms while not in active use including hair oil with a warning label and beard spray aerosol. These items were not maintained with consideration of safety the risk level of the population being served.  During the walk through, the licensor observed hair oil and beard spray were in two of the student's bathrooms. This is a repeat citation....",2024-03-05,Follow-Up Inspection,None,2024-02-12,Investigation Inspection,None,2024-02-12,Focus Inspection,"R501-1-8(3): Medication and hazardous items maintenance and storage... | Finding: The provider was out of compliance with this rule by staff members failing to lock the supply and hazardous chemical closet. During an investigation inspection on 03/15/2024 a video review for 02/12/2024, OL investigators observed the door remaining open after showers and unattended by staff for more than an hour. This is a repeat citation.... | R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The provider was out of compliance with this rule by staff members failing to perform direct supervision with line-of-sight check-ins every 15 minutes. During an investigation inspection on 02/12/2024, video footage documented staff failing to conduct 15-minute checks on 02/07/2024 for nearly 50 minutes. This continued during the night shift with most of the checks being conducted hourly or more. This is a repeat citation.... | R380-80-5(4): Provider shall protect clients from abuse, prevent abuse... | Finding: The provider was out of compliance with this rule by staff members failing to protect the client’s health and safety. During an investigation inspection on 02/12/2024 a video review for 02/07/2024, OL investigators observed staff members’ actions including transporting an unresponsive client via program van to the hospital rather than calling 911 or Emergency Services....",2024-01-31,Investigation Inspection,None,2024-01-31,Focus Inspection,"R380-80-6(1)(a)-(i): Client rights... | Finding: The provider was out of compliance with this rule by failing to keep clients free from potential harm and/or acts of violence during an incident on 01/24/2024.  During the inspection on 01/31/2024, the investigators reviewed video footage of the 01/24/2024 incident and observed a client assaulting other clients and staff with a fire extinguisher while staff did not physically intervene....",2023-11-14,Non On-Site Inspection,None,2023-11-14,Investigation Inspection,None
93241,Utah Youth Village (AA-CW),"1288 Whispering Horse Dr, Tooele, UT, 84074",2022-09-01,2026-08-31,False,2025-10-14,"Unannounced, Annual Inspection",None,2025-07-08,"Announced, Annual Inspection",None,2025-05-20,3rd Unannounced,None,2025-05-15,Investigation Inspection,None,2025-02-27,3rd Unannounced,None,2025-01-03,Investigation Inspection,None,2024-12-26,2nd Unannounced,None,2024-09-03,"Unannounced, Annual Inspection",None,2024-08-21,Non On-Site Inspection,None,2024-06-06,"Announced, Annual Inspection",None,2024-03-07,2nd Unannounced,None,2024-01-05,Investigation Inspection,None,2023-11-17,Non On-Site Inspection,None,2023-11-09,"Unannounced, Annual Inspection",None,2023-09-28,Investigation Inspection,None,2023-07-19,"Announced, Annual Inspection",None,2023-05-16,2nd Unannounced,None,2023-05-15,Investigation Inspection,None,2023-03-29,Investigation Inspection,None,2023-02-14,"Unannounced, Annual Inspection",None
105000,Utah Youth Village (AA-GH),"1492 Meadowbrook Drive, Tooele, UT, 84074",2023-08-31,2026-08-31,False,2025-10-14,"Unannounced, Annual Inspection",None,2025-07-28,Non On-Site Inspection,None,2025-07-08,"Announced, Annual Inspection",None,2025-06-05,Non On-Site Inspection,None,2025-06-03,3rd Unannounced,"R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The licensee was out of compliance with rule (R501-1-8(1)(f)) by not having paper towels in several of the student's bathrooms. During the walk through inspection, the licensor observed several of the student bathrooms did not have paper towels in them. This is a repeat non-compliance as noted on 11/9/2023 and 2/27/2025....",2025-03-11,Non On-Site Inspection,None,2025-02-27,3rd Unannounced,"R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with rule R501-1-8(1)(f) by not having many of the student bathrooms properly equipped with towels to dry their hands with. During the walk through inspection, the licensor observed most of the student bathrooms were not equipped with towels for the students to dry their hands with. This is a repeat non-compliance as noted on 11/9/2023....",2024-12-26,2nd Unannounced,None,2024-09-03,"Unannounced, Annual Inspection","R501-1-8(3): Medication and hazardous items maintenance and storage... | Finding: The provider was out of compliance with this rule by having potentially hazardous items out while not in use including aerosol deodorant. This item was not kept in locked storage with consideration of the safety and risk level of the population served. During the walk through, the licensor observed an aerosol can of deodorant was left out in a student bathroom. This is a repeat citation....",2024-08-21,Non On-Site Inspection,None,2024-06-06,"Announced, Annual Inspection",None,2024-05-21,Investigation Inspection,None,2024-03-20,2nd Unannounced,"R501-1-8(3): Medication and hazardous items maintenance and storage... | Finding: The provider was out of compliance with this rule by having potentially hazardous items out while not in active use including mouthwash with alcohol and face toner. These items were not kept in locked storage with consideration of the safety and risk level of the population served. During the walk through, the licensor observed a small bottle of mouthwash with alcohol and liquid facial toner were left out in student bathrooms. This is a repeat citation....",2023-11-14,Investigation Inspection,None,2023-11-13,Non On-Site Inspection,None,2023-11-09,"Unannounced, Annual Inspection",None,2023-07-19,Pre-Inspection,None,,,,,,,,,
93262,Utah Youth Village (AA-MB),"1369 Erda Way, Tooele, UT, 84074",2022-09-01,2026-08-31,False,2025-10-14,"Unannounced, Annual Inspection",None,2025-07-08,"Announced, Annual Inspection",None,2025-05-20,3rd Unannounced,None,2025-02-27,3rd Unannounced,None,2024-12-26,2nd Unannounced,None,2024-08-21,Non On-Site Inspection,None,2024-06-06,"Announced, Annual Inspection","R501-1-8(3): Medication and hazardous items maintenance and storage... | Finding: The provider was out of compliance with this rule by not maintaining potentially  hazardous items in a lawful and responsible manner. During the walk through inspection, the licensor observed a aerosol can of body spray in one of the student bathrooms. The body spray was locked up immediately. This is a repeat non-compliance....",2024-05-07,Investigation Inspection,None,2024-04-22,Investigation Inspection,None,2024-03-15,Non On-Site Inspection,None,2024-03-14,Investigation Inspection,None,2024-03-07,2nd Unannounced,None,2024-01-11,Investigation Inspection,None,2023-11-09,"Unannounced, Annual Inspection",None,2023-11-07,Non On-Site Inspection,None,2023-09-27,"Follow-Up, Additional Follow-Up Inspection",None,2023-08-22,Focus Inspection,"R501-19-3(8): Direct supervision only by direct care staff... | Finding: The provider is out of compliance with this rule by failing to actively supervise the client with line-of-sight check-ins no less than every 15 minutes. At the facility, during the investigation inspection the Director of Operation confirmed that staff conduct a check every hour and their Roles and Responsibility indicates “seven walkthroughs are done each night”....",2023-08-04,Investigation Inspection,None,2023-07-19,"Announced, Annual Inspection",None,2023-05-16,2nd Unannounced,None
93264,Utah Youth Village (AA-OR),"1296 Whispering Horse Dr, Tooele, UT, 84074",2022-09-01,2026-08-31,False,2025-10-14,"Unannounced, Annual Inspection",None,2025-08-08,Non On-Site Inspection,None,2025-08-06,Non On-Site Inspection,None,2025-07-08,"Announced, Annual Inspection",None,2025-05-20,3rd Unannounced,None,2025-02-27,3rd Unannounced,None,2024-12-26,2nd Unannounced,None,2024-12-04,Investigation Inspection,None,2024-11-26,Follow-Up Inspection,None,2024-10-09,"Focus, Non On-Site","R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with this rule by not reporting a critical incident to the Office within one business day. During review of critical incidents it was identified that the incident occurred on 10/07/2024 and was not reported until 10/09/2024.
This is a repeat noncompliance....",2024-09-03,"Unannounced, Annual Inspection",None,2024-08-21,Non On-Site Inspection,None,2024-06-06,"Announced, Annual Inspection",None,2024-05-09,Investigation Inspection,None,2024-03-15,Non On-Site Inspection,None,2024-03-07,2nd Unannounced,None,2024-01-11,Investigation Inspection,None,2023-11-09,"Unannounced, Annual Inspection",None,2023-11-02,Investigation Inspection,None,2023-07-19,"Announced, Annual Inspection",None
93261,Utah Youth Village (AA-PC),"1249 Whispering Horse Dr, Tooele, UT, 84074",2022-09-01,2026-08-31,False,2025-10-14,"Unannounced, Annual Inspection",None,2025-07-08,"Announced, Annual Inspection",None,2025-05-27,"Follow-Up Inspection, Non On-Site Inspection",None,2025-05-20,3rd Unannounced,None,2025-02-27,3rd Unannounced,None,2025-02-07,Follow-Up Inspection,None,2025-01-09,Investigation Inspection,None,2024-12-26,2nd Unannounced,None,2024-11-20,Investigation Inspection,None,2024-09-03,"Unannounced, Annual Inspection",None,2024-08-28,Follow-Up Inspection,None,2024-08-21,Non On-Site Inspection,None,2024-07-22,Follow-Up Inspection,None,2024-07-09,Investigation Inspection,None,2024-06-06,"Announced, Annual Inspection","R501-1-8(3): Medication and hazardous items maintenance and storage... | Finding: The provider was out of compliance with this rule by not maintaining potentially hazardous material lawfully and responsibly. During the walk through inspection, the licensor observed aerosol cans of bug spray and sun screen in the vehicle first aid kit which the students have access to while riding in the van. This was corrected during the inspection. This is a repeat non-compliance....",2024-03-07,2nd Unannounced,None,2023-11-16,Non On-Site Inspection,None,2023-11-09,"Unannounced, Annual Inspection",None,2023-07-19,"Announced, Annual Inspection",None,2023-05-16,2nd Unannounced,None
93263,Utah Youth Village (AA-WC),"1293 Whispering Horse Dr, Tooele, UT, 84074",2022-09-01,2026-08-31,False,2025-10-14,"Unannounced, Annual Inspection",None,2025-07-08,"Announced, Annual Inspection",None,2025-05-20,3rd Unannounced,"R501-1-8(3): Medication and hazardous items maintenance and storage... | Finding: The licensee was out of compliance with rule R501-1-8(3) by having an unconnected propane tank left out in the backyard. During the walk through inspection, the licensor observed an unconnected propane tank in the backyard where the students could have access to it. This is a repeat non compliance as cited on 09/03/2024, 06/06/2024, 03/07/2024 and 02/15/2023....",2025-03-11,Non On-Site Inspection,None,2025-02-27,3rd Unannounced,None,2024-12-26,2nd Unannounced,None,2024-11-13,"Focus, Non On-Site",R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with this rule by not reporting a critical incident to the Office within one business day. During review of critical incidents it was identified that the incident occurred on 11/09/2024 and was not reported until 11/13/2024....,2024-10-11,Investigation Inspection,None,2024-09-03,"Unannounced, Annual Inspection","R501-1-8(3): Medication and hazardous items maintenance and storage... | Finding: The provider was out of compliance with this rule by having potentially hazardous items not maintained lawfully, responsibly and with consideration of the population served by having a propane tank left out on the back porch and cleaning chemicals in an unlocked cupboard under the kitchen sink. During the walk through inspection, the licensor observed a propane tank sitting on the back porch and the cupboard under the sink containing cleaning chemicals was unlocked....",2024-08-21,Non On-Site Inspection,None,2024-06-06,"Announced, Annual Inspection","R501-1-8(3): Medication and hazardous items maintenance and storage... | Finding: The provider was out of compliance with this rule by not maintaining potentially hazardous items lawfully and responsibly. During the walk through inspection, the licensor observed an aerosol can of dry shampoo and piercing aftercare spray were left out in student bathrooms. These items were locked up immediately. This is a repeat non-compliance....",2024-06-05,Investigation Inspection,None,2024-05-15,Investigation Inspection,None,2024-05-09,Follow-Up Inspection,None,2024-04-11,Investigation Inspection,None,2024-04-11,Focus Inspection,"R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The provider was out of compliance with this rule by not performing a 15 minute check-in with a client on 04/06/2024.  During an inspection on 04/11/2024, this non-compliance was confirmed by reviewing video footage of the client locking themselves in a bathroom and staff not being able to complete a line of sight check-in for 31 minutes....",2024-03-07,2nd Unannounced,None,2024-02-20,Investigation Inspection,None,2024-01-31,Investigation Inspection,None,2023-11-09,"Unannounced, Annual Inspection",None
